,attendee_id,country,attend_as,field
2700,A02774,Croatia,General,14
2701,A02775,India,General,14
2702,A02776,Czech Republic,General,7
2703,A02777,Japan,General,10
2704,A02778,Japan,Accompanying guest,15
2705,A02779,Italy,Accompanying guest,
2706,A02780,Japan,General,14
2707,A02781,Japan,Student,16
2708,A02782,Croatia,General,2
2709,A02783,Poland,General,16
2710,A02784,Japan,Student,18
2711,A02785,Korea,Student,12
2712,A02786,Germany,Student,16
2713,A02787,Poland,General,16
2714,A02788,Germany,General,1
2715,A02789,Japan,General,6
2716,A02790,Japan,General,11
2717,A02791,Italy,General,20
2718,A02792,Russia,General,1
2719,A02793,Germany,General,4
2720,A02794,Japan,General,8
2721,A02795,Japan,General,14
2722,A02797,Italy,Student,5
2723,A02798,Italy,Student,5
2724,A02799,Italy,Student,5
2725,A02800,Italy,Student,1
2726,A02801,Hungary,General,13
2727,A02802,Germany,General,6
2728,A02803,Japan,General,16
2729,A02804,Italy,General,14
2730,A02805,UK,General,7
2731,A02806,Italy,General,8
2732,A02807,France,General,11
2733,A02808,France,General,7
2734,A02809,Kenya,Developing country (*上記注釈をご参照ください),7
2735,A02810,Japan,General,10
2736,A02811,Japan,Student,18
2737,A02812,Spain,General,13
2738,A02813,Korea,Student,13
2739,A02814,Germany,Student,18
2740,A02815,Germany,General,12
2741,A02816,UK,Student,8
2742,A02817,Germany,General,16
2743,A02818,China,General,20
2744,A02819,China,Student,16
2745,A02820,Hungary,Student,
2746,A02821,Germany,Student,18
2747,A02822,UK,General,7
2748,A02823,Japan,Student,
2749,A02824,Italy,Student,14
2750,A02825,Japan,General,14
2751,A02826,Japan,General,9
2752,A02827,Germany,General,14
2753,A02828,Japan,General,5
2754,A02829,China,General,16
2755,A02830,Sweden,General,5
2756,A02831,United States of America,General,4
2757,A02832,Sweden,General,20
2758,A02833,Japan,General,6
2759,A02834,China,Student,4
2760,A02835,China,General,18
2761,A02836,Czech Republic,General,15
2762,A02837,China,Student,14
2763,A02838,Philippines,Student,3
2764,A02839,United States of America,General,15
2765,A02840,Thailand,General,7
2766,A02841,Estonia,General,7
2767,A02842,China,Student,14
2768,A02843,China,Student,15
2769,A02844,Sweden,General,7
2770,A02845,UK,General,10
2771,A02846,Germany,General,1
2772,A02847,Japan,General,
2773,A02848,Sweden,Student,13
2774,A02849,United States of America,General,16
2775,A02850,India,Student,5
2776,A02851,China,General,13
2777,A02852,China,General,18
2778,A02853,Japan,Student,16
2779,A02854,Belgium,Accompanying guest,18
2780,A02855,Switzerland,General,17
2781,A02856,Taiwan,Accompanying guest,
2782,A02857,Greece,General,14
2783,A02858,Japan,General,6
2784,A02859,Japan,Student,
2785,A02861,China,Student,12
2786,A02862,Canada,General,8
2787,A02863,France,General,7
2788,A02864,Italy,Student,13
2789,A02865,United States of America,General,14
2790,A02866,Canada,General,
2791,A02867,Germany,General,7
2792,A02868,Czech Republic,General,6
2793,A02869,Italy,Student,14
2794,A02870,Italy,Student,5
2795,A02872,Japan,General,6
2796,A02874,Germany,General,4
2797,A02875,Croatia,Student,14
2798,A02876,United States of America,General,7
2799,A02877,Sweden,General,7
2800,A02878,United States of America,General,14
2801,A02879,Denmark,General,20
2802,A02880,Saudi Arabia,General,13
2803,A02881,Italy,General,3
2804,A02882,Czech Republic,Student,8
2805,A02884,Japan,General,11
2806,A02885,Japan,General,16
2807,A02886,United States of America,Student,14
2808,A02887,Israel,General,11
2809,A02888,United States of America,General,13
2810,A02889,Sweden,General,5
2811,A02890,UK,Student,5
2812,A02891,Czech Republic,Student,5
2813,A02892,Czech Republic,Student,10
2814,A02893,Germany,General,7
2815,A02894,Germany,General,7
2816,A02895,Czech Republic,Student,7
2817,A02896,Sweden,General,7
2818,A02897,United States of America,Student,10
2819,A02898,Germany,General,16
2820,A02899,United States of America,General,14
2821,A02900,Japan,General,
2822,A02901,Switzerland,General,12
2823,A02902,United States of America,General,18
2824,A02903,India,Developing country (*上記注釈をご参照ください),16
2825,A02904,France,General,5
2826,A02905,Brazil,Student,8
2827,A02906,South Africa,General,14
2828,A02907,United States of America,General,18
2829,A02908,Italy,Student,3
2830,A02909,Japan,Student,17
2831,A02910,United States of America,General,16
2832,A02911,United States of America,General,14
2833,A02912,United States of America,General,7
2834,A02913,United States of America,Student,18
2835,A02914,Japan,Student,9
2836,A02915,Greece,General,7
2837,A02916,United States of America,General,5
2838,A02917,United States of America,General,5
2839,A02918,Japan,Student,16
2840,A02919,United States of America,General,20
2841,A02920,United States of America,General,3
2842,A02921,United States of America,General,10
2843,A02922,Japan,General,20
2844,A02923,Austria,General,14
2845,A02924,United States of America,Student,14
2846,A02925,United States of America,Student,18
2847,A02926,United States of America,General,6
2848,A02927,Turkey,General,14
2849,A02928,United States of America,General,11
2850,A02929,Brazil,General,15
2851,A02930,United States of America,General,12
2852,A02931,Netherlands,General,10
2853,A02932,United States of America,General,4
2854,A02933,United States of America,General,7
2855,A02934,United States of America,General,14
2856,A02935,Italy,General,10
2857,A02936,United States of America,General,10
2858,A02937,Canada,Student,7
2859,A02938,United States of America,General,20
2860,A02939,United States of America,General,3
2861,A02940,Canada,General,5
2862,A02941,Italy,General,3
2863,A02942,Brazil,Student,18
2864,A02943,United States of America,General,3
2865,A02944,Israel,General,14
2866,A02945,Taiwan,General,17
2867,A02946,Hong Kong,Student,
2868,A02947,United States of America,Student,16
2869,A02948,United States of America,Student,14
2870,A02949,Singapore,General,5
2871,A02950,United States of America,General,14
2872,A02951,United States of America,General,10
2873,A02952,United States of America,General,18
2874,A02953,Italy,General,19
2875,A02954,UK,General,7
2876,A02955,United States of America,Student,10
2877,A02956,United States of America,Student,11
2878,A02957,United States of America,General,14
2879,A02958,UK,General,10
2880,A02959,Italy,General,20
2881,A02960,United States of America,General,10
2882,A02961,Serbia,General,11
2883,A02962,United States of America,Student,7
2884,A02963,United States of America,General,8
2885,A02964,Japan,General,14
2886,A02965,UK,General,8
2887,A02966,Canada,General,17
2888,A02967,Australia,General,6
2889,A02968,Ghana,Developing country (*上記注釈をご参照ください),15
2890,A02969,United States of America,General,10
2891,A02970,United States of America,General,14
2892,A02971,United States of America,Student,8
2893,A02972,UK,Student,18
2894,A02973,United States of America,Student,7
2895,A02974,UK,General,8
2896,A02975,Chile,General,16
2897,A02976,United States of America,General,7
2898,A02977,Switzerland,General,12
2899,A02978,France,General,14
2900,A02979,United States of America,General,8
2901,A02980,Canada,General,16
2902,A02981,UK,Student,18
2903,A02982,Italy,General,14
2904,A02983,United States of America,Student,13
2905,A02984,Japan,General,14
2906,A02985,United States of America,General,16
2907,A02986,Netherlands,General,19
2908,A02987,United States of America,General,10
2909,A02988,United States of America,General,16
2910,A02989,United States of America,Student,18
2911,A02990,Netherlands,General,7
2912,A02991,United States of America,Student,18
2913,A02992,Japan,General,5
2914,A02993,Japan,General,18
2915,A02994,United States of America,Student,13
2916,A02995,Canada,General,16
2917,A02996,UK,General,
2918,A02997,Japan,General,0
2919,A02998,Japan,General,10
2920,A02999,United States of America,Student,16
2921,A03000,Japan,Accompanying guest,18
2922,A03001,China,Student,10
2923,A03002,Australia,Student,3
2924,A03003,Sri Lanka,Developing country (*上記注釈をご参照ください),14
2925,A03004,United States of America,General,8
2926,A03005,Japan,General,2
2927,A03006,China,General,
2928,A03007,Korea,Student,16
2929,A03008,Colombia,General,13
2930,A03009,United States of America,General,10
2931,A03010,Singapore,Student,5
2932,A03011,Japan,General,7
2933,A03012,Japan,General,7
2934,A03013,Australia,General,14
2935,A03014,United States of America,General,14
2936,A03015,Singapore,Student,13
2937,A03016,Japan,General,7
2938,A03017,Germany,General,18
2939,A03018,India,Developing country (*上記注釈をご参照ください),16
2940,A03019,Japan,General,3
2941,A03020,United States of America,General,20
2942,A03021,China,Student,4
2943,A03022,Japan,Student,7
2944,A03023,Japan,General,3
2945,A03024,Australia,Student,11
2946,A03025,United States of America,General,17
2947,A03026,Japan,General,3
2948,A03027,Taiwan,General,
2949,A03028,Canada,General,11
2950,A03029,Japan,Accompanying guest,15
2951,A03030,Hong Kong,Student,5
2952,A03031,Japan,General,10
2953,A03032,United States of America,General,7
2954,A03033,Japan,General,17
2955,A03034,Japan,General,16
2956,A03035,Japan,General,19
2957,A03036,Philippines,Developing country (*上記注釈をご参照ください),
2958,A03037,Singapore,Student,6
2959,A03038,Australia,Student,11
2960,A03039,Australia,Student,15
2961,A03040,Japan,General,
2962,A03041,United States of America,General,19
2963,A03042,Taiwan,General,7
2964,A03043,Canada,General,5
2965,A03044,United States of America,General,18
2966,A03045,Singapore,General,18
2967,A03046,China,Student,10
2968,A03047,Australia,Student,11
2969,A03048,Japan,General,2
2970,A03049,Russia,Student,3
2971,A03050,Bangladesh,Developing country (*上記注釈をご参照ください),7
2972,A03051,Japan,Student,11
2973,A03052,China,General,15
2974,A03053,Australia,General,18
2975,A03054,Japan,Accompanying guest,20
2976,A03055,Taiwan,Student,7
2977,A03056,Philippines,Developing country (*上記注釈をご参照ください),14
2978,A03057,Korea,Student,7
2979,A03058,Korea,Student,14
2980,A03059,Hong Kong,General,7
2981,A03060,Taiwan,Accompanying guest,
2982,A03061,China,Student,14
2983,A03062,Taiwan,Accompanying guest,13
2984,A03063,China,Student,10
2985,A03064,Japan,Student,5
2986,A03065,Japan,Accompanying guest,3
2987,A03066,Japan,Student,19
2988,A03067,China,Student,6
2989,A03068,United States of America,Student,20
2990,A03069,Czech Republic,General,11
2991,A03070,Japan,General,14
2992,A03071,Australia,General,7
2993,A03072,Japan,Student,7
2994,A03073,UK,General,11
2995,A03074,Germany,General,16
2996,A03075,Korea,Student,7
2997,A03076,Korea,General,4
2998,A03077,Japan,Student,19
2999,A03078,United States of America,Student,14
3000,A03079,Korea,General,7
3001,A03080,United States of America,General,13
3002,A03081,United States of America,General,8
3003,A03082,Japan,General,17
3004,A03083,United States of America,General,3
3005,A03084,United States of America,General,10
3006,A03085,Japan,Student,16
3007,A03086,Dominican Republic,Student,20
3008,A03087,Japan,Student,18
3009,A03088,Korea,General,12
3010,A03089,Japan,Student,18
3011,A03090,United States of America,General,13
3012,A03091,Japan,Student,18
3013,A03092,United States of America,Student,18
3014,A03093,Korea,General,15
3015,A03094,China,General,
3016,A03095,Brazil,General,8
3017,A03096,China,General,0
3018,A03097,Philippines,Developing country (*上記注釈をご参照ください),8
3019,A03098,India,Developing country (*上記注釈をご参照ください),8
3020,A03099,China,General,16
3021,A03100,Japan,General,18
3022,A03101,Japan,Student,
3023,A03102,United States of America,General,18
3024,A03103,Korea,Student,16
3025,A03104,Japan,Student,18
3026,A03105,Japan,General,
3027,A03106,Japan,Student,2
3028,A03107,Japan,General,10
3029,A03108,Korea,General,14
3030,A03109,United States of America,Student,14
3031,A03110,Japan,Student,0
3032,A03111,Australia,General,18
3033,A03112,Korea,General,15
3034,A03113,Japan,Student,14
3035,A03114,Korea,General,9
3036,A03115,Korea,Student,7
3037,A03116,Korea,General,3
3038,A03117,Japan,General,5
3039,A03118,Japan,General,8
3040,A03119,China,General,20
3041,A03120,Taiwan,General,13
3042,A03121,Taiwan,General,7
3043,A03122,Japan,General,13
3044,A03123,China,General,
3045,A03124,Japan,Student,7
3046,A03125,China,General,4
3047,A03126,United States of America,Student,14
3048,A03127,Japan,Student,16
3049,A03128,Japan,General,13
3050,A03129,Philippines,Student,14
3051,A03130,Korea,Accompanying guest,2
3052,A03131,Mexico,Student,5
3053,A03132,Japan,Student,7
3054,A03133,Korea,Student,11
3055,A03134,Taiwan,General,
3056,A03135,Japan,Student,0
3057,A03136,Japan,Student,16
3058,A03137,Japan,Student,8
3059,A03138,Malaysia,General,14
3060,A03139,Indonesia,General,14
3061,A03140,Finland,General,18
3062,A03141,Mexico,General,5
3063,A03142,Switzerland,Student,7
3064,A03143,United States of America,General,14
3065,A03144,Iran,Developing country (*上記注釈をご参照ください),13
3066,A03145,Indonesia,General,13
3067,A03146,Korea,Student,18
3068,A03147,China,Student,7
3069,A03148,South Africa,Student,3
3070,A03149,China,General,7
3071,A03150,Korea,General,18
3072,A03151,Hong Kong,General,5
3073,A03152,China,Student,3
3074,A03153,Korea,Student,2
3075,A03154,United States of America,General,16
3076,A03155,Japan,Student,0
3077,A03156,Italy,General,15
3078,A03157,China,General,
3079,A03158,Finland,General,18
3080,A03159,Japan,General,7
3081,A03160,China,Student,3
3082,A03161,China,General,6
3083,A03162,Belgium,Student,12
3084,A03163,Japan,Student,3
3085,A03164,China,Student,
3086,A03165,China,Student,14
3087,A03166,Japan,General,
3088,A03167,Korea,General,18
3089,A03168,China,Student,10
3090,A03169,China,General,4
3091,A03170,Germany,Student,10
3092,A03171,Japan,Student,7
3093,A03172,South Africa,General,14
3094,A03173,Korea,General,13
3095,A03174,United States of America,General,16
3096,A03175,Japan,Student,1
3097,A03176,United States of America,Student,3
3098,A03177,Japan,Student,1
3099,A03178,United States of America,Student,1
3100,A03179,China,General,6
3101,A03180,Taiwan,General,14
3102,A03182,Japan,Accompanying guest,16
3103,A03183,Japan,General,5
3104,A03184,South Africa,General,14
3105,A03185,Taiwan,Student,7
3106,A03186,India,General,14
3107,A03187,China,General,6
3108,A03188,China,General,14
3109,A03189,China,General,3
3110,A03190,China,Student,8
3111,A03191,China,Student,8
3112,A03192,China,General,15
3113,A03193,China,General,
3114,A03194,Bangladesh,Developing country (*上記注釈をご参照ください),14
3115,A03195,Korea,Student,16
3116,A03196,Spain,Student,14
3117,A03197,Philippines,Developing country (*上記注釈をご参照ください),
3118,A03198,Korea,General,8
3119,A03199,Korea,General,9
3120,A03200,Korea,General,8
3121,A03201,China,Student,
3122,A03203,Korea,General,10
3123,A03204,Korea,General,9
3124,A03205,Korea,Student,9
3125,A03206,Korea,Student,9
3126,A03207,Korea,Student,9
3127,A03208,Korea,General,9
3128,A03209,Korea,General,
3129,A03210,UK,General,
3130,A03211,UK,General,8
3131,A03212,UK,General,5
3132,A03213,China,Student,8
3133,A03214,China,Student,10
3134,A03215,Japan,Student,1
3135,A03216,China,General,
3136,A03217,Germany,General,7
3137,A03218,United States of America,General,14
3138,A03219,United States of America,General,10
3139,A03220,United States of America,General,
3140,A03221,United States of America,General,7
3141,A03222,United States of America,General,14
3142,A03223,United States of America,General,
3143,A03224,United States of America,General,7
3144,A03225,Taiwan,Student,
3145,A03226,Japan,General,13
3146,A03227,Austria,General,16
3147,A03228,United States of America,General,7
3148,A03229,United States of America,General,7
3149,A03231,Netherlands,Student,14
3150,A03232,UK,General,12
3151,A03234,UK,Student,7
3152,A03235,United States of America,General,15
3153,A03237,Japan,General,7
3154,A03238,United States of America,Student,4
3155,A03239,China,Student,
3156,A03240,China,General,1
3157,A03241,Romania,General,12
3158,A03243,Japan,General,
3159,A03244,China,General,
3160,A03245,Taiwan,Student,
3161,A03246,Japan,General,3
3162,A03247,Japan,Student,
3163,A03248,Greece,General,2
3164,A03249,Sweden,Student,10
3165,A03250,Iran,Student,13
3166,A03251,Italy,General,2
3167,A03252,Australia,Student,11
3168,A03253,Estonia,General,15
3169,A03254,Greece,General,14
3170,A03255,Chile,General,12
3171,A03256,United States of America,General,15
3172,A03257,Japan,General,
3173,A03258,Romania,General,12
3174,A03259,China,General,16
3175,A03260,Denmark,General,5
3176,A03261,Germany,General,17
3177,A03263,United States of America,Student,10
3178,A03264,Singapore,General,16
3179,A03265,India,Student,17
3180,A03266,Spain,General,3
3181,A03267,Spain,General,3
3182,A03268,Australia,General,3
3183,A03269,UK,General,11
3184,A03270,Singapore,General,18
3185,A03271,Taiwan,General,5
3186,A03272,United States of America,General,5
3187,A03273,UK,Student,
3188,A03274,United States of America,General,14
3189,A03275,United States of America,General,1
3190,A03276,Canada,General,15
3191,A03277,United States of America,General,3
3192,A03278,Kenya,Developing country (*上記注釈をご参照ください),11
3193,A03279,UK,General,16
3194,A03280,Czech Republic,Student,7
3195,A03281,United States of America,General,
3196,A03282,United States of America,General,4
3197,A03283,United States of America,General,6
3198,A03284,China,General,
3199,A03288,Korea,Student,14
3200,A03289,United States of America,General,
3201,A03290,UK,Student,
3202,A03291,United States of America,General,
3203,A03292,Belgium,General,10
3204,A03293,Belgium,Accompanying guest,
3205,A03294,New Zealand,General,
3206,A03295,Germany,General,
3207,A03296,Australia,General,20
3208,A03297,United States of America,Student,
3209,A03300,France,General,4
3210,A03301,Andorra,General,
3211,A03302,Pakistan,Developing country (*上記注釈をご参照ください),
3212,A03303,Australia,General,14
3213,A03304,China,Student,10
3214,A03305,Australia,Student,18
3215,A03306,France,General,15
3216,A03307,China,General,
3217,A03308,China,Student,6
3218,A03309,China,Student,
3219,A03310,Japan,General,14
3220,A03311,Japan,General,6
3221,A03312,China,General,
3222,A03313,Germany,General,
3223,A03314,Canada,General,11
3224,A03315,Canada,General,18
3225,A03316,China,General,
3226,A03317,Italy,Accompanying guest,0
3227,A03318,Colombia,General,1
3228,A03319,Brazil,General,
3229,A03320,Romania,Student,3
3230,A03321,Canada,General,3
3231,A03322,United States of America,General,
3232,A03323,Germany,General,10
3233,A03324,Taiwan,General,
3234,A03326,Belgium,General,3
3235,A03327,Korea,General,18
3236,A03328,Italy,General,
3237,A03329,China,General,
3238,A03330,Finland,General,8
3239,A03331,Czech Republic,General,18
3240,A03332,Korea,General,
3241,A03333,China,General,4
3242,A03334,UK,Student,15
3243,A03335,Laos,Developing country (*上記注釈をご参照ください),0
3244,A03336,France,General,10
3245,A03337,United States of America,General,
3246,A03338,United States of America,General,
3247,A03339,Japan,General,
3248,A03340,China,General,
3249,A03341,Sierra Leone,Developing country (*上記注釈をご参照ください),
3250,A03342,Japan,General,
3251,A03343,France,General,0
3252,A03344,Turkey,General,14
3253,A03345,Canada,General,14
3254,A03346,Italy,General,
3255,A03347,United States of America,General,3
3256,A03348,China,General,2
3257,A03349,France,General,
3258,A03350,France,General,
3259,A03351,China,General,
3260,A03352,China,General,
3261,A03353,China,General,
3262,A03354,China,General,
3263,A03355,China,General,
3264,A03356,China,General,
3265,A03357,China,General,
3266,A03358,China,Accompanying guest,
3267,A03360,China,General,3
3268,A03361,China,General,16
3269,A03362,United States of America,Student,8
3270,A03363,China,General,2
3271,A03364,France,General,
3272,A03365,United States of America,General,
3273,A03366,China,General,9
3274,A03367,France,General,14
3275,A03368,China,General,
3276,A03369,China,General,
3277,A03370,Pakistan,Developing country (*上記注釈をご参照ください),
3278,A03371,Czech Republic,General,3
3279,A03372,United States of America,General,5
3280,A03373,Ireland,General,14
3281,A03374,Philippines,General,15
3282,A03375,United States of America,General,15
3283,A03376,China,General,12
3284,A03377,New Zealand,General,
3285,A03378,Czech Republic,Student,4
3286,A03379,Finland,General,18
3287,A03380,Nigeria,General,
3288,A03381,Nigeria,General,
3289,A03382,Nigeria,General,
3290,A03383,China,General,
3291,A03385,Japan,Student,
3292,A03386,Taiwan,General,
3293,A03387,Taiwan,General,
3294,A03388,Germany,General,14
3295,A03389,China,Developing country (*上記注釈をご参照ください),
3296,A03390,United States of America,General,4
3297,A03391,China,General,
3298,A03392,Italy,Student,10
3299,A03393,Brazil,General,4
3300,A03394,China,Student,
3301,A03395,United States of America,General,7
3302,A03396,New Zealand,General,7
3303,A03397,China,General,
3304,A03398,Australia,General,8
3305,A03399,Thailand,General,13
3306,A03400,Thailand,General,13
3307,A03401,China,General,10
3308,A03402,China,General,
3309,A03403,China,General,
3310,A03404,China,General,
3311,A03405,United States of America,General,
3312,A03406,China,General,11
3313,A03407,United States of America,General,5
3314,A03408,China,General,
3315,A03409,Australia,General,
3316,A03410,China,General,
3317,A03411,China,General,
3318,A03412,United States of America,General,
3319,A03413,China,General,2
3320,A03414,Japan,Student,20
3321,A03415,China,General,
3322,A03416,China,General,
3323,A03417,Switzerland,General,5
3324,A03418,Australia,General,12
3325,A03419,China,General,
3326,A03421,China,Accompanying guest,
3327,A03422,United States of America,General,7
3328,A03423,China,General,
3329,A03424,China,General,
3330,A03425,China,General,
3331,A03426,Sweden,Student,10
3332,A03427,Thailand,General,14
3333,A03428,China,General,20
3334,A03429,Taiwan,General,14
3335,A03430,China,General,0
3336,A03431,China,General,
3337,A03432,China,General,
3338,A03433,China,General,8
3339,A03434,China,General,
3340,A03435,South Africa,General,
3341,A03436,Japan,General,
3342,A03437,China,General,
3343,A03439,China,Student,
3344,A03440,Japan,General,7
3345,A03441,China,General,
3346,A03442,China,Student,
3347,A03444,China,General,20
3348,A03445,China,General,10
3349,A03446,China,General,10
3350,A03447,Germany,Student,
3351,A03448,China,General,
3352,A03449,China,General,
3353,A03450,Korea,General,18
3354,A03451,China,General,
3355,A03452,China,Student,
3356,A03453,Taiwan,Student,
3357,A03454,United States of America,General,6
3358,A03455,China,General,5
3359,A03456,China,General,16
3360,A03457,China,Student,0
3361,A03458,China,General,14
3362,A03459,China,General,14
3363,A03460,China,General,14
3364,A03461,United States of America,General,4
3365,A03462,China,General,3
3366,A03463,China,Student,
3367,A03464,China,General,7
3368,A03465,China,General,8
3369,A03466,United States of America,General,
3370,A03467,China,General,17
3371,A03468,China,General,4
3372,A03469,China,General,9
3373,A03470,United States of America,General,17
3374,A03471,China,General,
3375,A03472,China,General,16
3376,A03473,China,General,9
3377,A03474,China,General,
3378,A03475,China,General,20
3379,A03476,Malaysia,General,14
3380,A03477,China,General,
3381,A03478,China,General,
3382,A03479,China,General,6
3383,A03480,China,General,6
3384,A03481,China,General,20
3385,A03482,Colombia,General,18
3386,A03483,China,Developing country (*上記注釈をご参照ください),
3387,A03484,Brazil,General,2
3388,A03485,UK,Student,16
3389,A03487,China,General,
3390,A03488,Taiwan,Accompanying guest,17
3391,A03489,China,General,
3392,A03490,Japan,General,
3393,A03491,China,General,2
3394,A03492,China,Student,
3395,A03494,China,General,5
3396,A03495,China,General,
3397,A03496,China,General,16
3398,A03497,Japan,Accompanying guest,
3399,A03498,China,General,20
3400,A03499,China,General,
3401,A03500,Nigeria,Developing country (*上記注釈をご参照ください),
3402,A03501,China,General,
3403,A03502,Canada,General,
3404,A03503,China,Developing country (*上記注釈をご参照ください),
3405,A03504,China,Developing country (*上記注釈をご参照ください),
3406,A03505,China,General,
3407,A03506,France,General,3
3408,A03508,China,General,
3409,A03509,Greece,General,14
3410,A03510,China,General,
3411,A03511,Japan,General,
3412,A03512,Japan,General,14
3413,A03513,China,General,0
3414,A03514,China,General,15
3415,A03515,Japan,General,
3416,A03516,Japan,General,15
3417,A03517,China,General,
3418,A03518,China,General,
3419,A03519,Japan,General,3
3420,A03520,South Africa,General,14
3421,A03521,Japan,General,16
3422,A03522,UK,General,20
3423,A03523,China,Student,
3424,A03524,China,General,
3425,A03525,China,General,15
3426,A03526,Canada,Accompanying guest,0
3427,A03527,China,General,
3428,A03528,China,General,
3429,A03529,India,Accompanying guest,
3430,A03530,UK,General,
3431,A03531,UK,General,20
3432,A03532,Bangladesh,Student,
3433,A03533,China,General,3
3434,A03534,China,General,
3435,A03535,China,General,
3436,A03536,UK,General,7
3437,A03537,United States of America,General,0
3438,A03538,United States of America,Accompanying guest,
3439,A03539,China,General,
3440,A03540,Brazil,General,18
3441,A03541,China,General,
3442,A03542,United States of America,General,
3443,A03543,Israel,Accompanying guest,
3444,A03544,China,General,
3445,A03545,UK,Accompanying guest,
3446,A03546,China,General,17
3447,A03547,China,General,
3448,A03548,China,Student,17
3449,A03549,China,Developing country (*上記注釈をご参照ください),
3450,A03550,UK,General,20
3451,A03551,China,Student,
3452,A03552,China,General,3
3453,A03553,China,Student,
3454,A03555,China,General,
3455,A03556,China,General,13
3456,A03557,China,General,
3457,A03558,Singapore,General,
3458,A03559,United States of America,General,
3459,A03561,Japan,General,
3460,A03562,Argentine,General,7
3461,A03563,Taiwan,General,14
3462,A03564,China,Student,10
3463,A03565,United States of America,Student,8
3464,A03566,United States of America,Accompanying guest,
3465,A03567,China,General,
3466,A03568,China,Student,
3467,A03569,UK,Student,7
3468,A03570,China,General,
3469,A03571,China,General,
3470,A03572,China,General,
3471,A03573,Saudi Arabia,General,
3472,A03574,Japan,General,0
3473,A03575,China,General,
3474,A03576,China,General,
3475,A03577,China,General,
3476,A03578,China,General,
3477,A03579,China,General,
3478,A03580,China,General,
3479,A03581,Taiwan,General,12
3480,A03582,China,General,
3481,A03583,Singapore,General,
3482,A03584,UK,General,14
3483,A03585,China,General,
3484,A03586,New Zealand,General,18
3485,A03587,Germany,General,13
3486,A03588,UK,General,
3487,A03589,China,Developing country (*上記注釈をご参照ください),11
3488,A03590,Japan,Accompanying guest,
3489,A03591,Japan,General,5
3490,A03593,China,General,8
3491,A03594,China,General,0
3492,A03595,China,General,10
3493,A03596,China,Student,
3494,A03597,Australia,General,14
3495,A03598,United States of America,General,
3496,A03599,Japan,General,4
3497,A03600,Japan,General,4
3498,A03601,Kenya,Developing country (*上記注釈をご参照ください),
3499,A03602,Italy,General,3
3500,A03603,China,General,
3501,A03604,China,General,10
3502,A03605,Belgium,Accompanying guest,
3503,A03606,United States of America,General,
3504,A03607,United States of America,Accompanying guest,
3505,A03608,China,General,
3506,A03609,China,General,4
3507,A03610,China,General,
3508,A03611,China,Student,
3509,A03612,China,General,
3510,A03613,China,General,
3511,A03614,China,General,
3512,A03615,Japan,General,
3513,A03616,China,General,7
3514,A03617,United States of America,Accompanying guest,20
3515,A03618,Australia,General,14
3516,A03619,China,General,
3517,A03620,China,Student,
3518,A03621,China,General,
3519,A03622,China,General,
3520,A03623,China,Student,
3521,A03624,China,Student,
3522,A03625,China,General,
3523,A03626,Australia,General,
3524,A03627,China,Student,
3525,A03628,Japan,General,14
3526,A03629,China,Student,
3527,A03630,United States of America,General,
3528,A03631,United States of America,General,
3529,A03632,United States of America,Student,
3530,A03633,China,General,
3531,A03634,China,General,
3532,A03635,Japan,General,20
3533,A03636,China,General,
3534,A03637,China,General,
3535,A03638,China,General,
3536,A03639,China,General,15
3537,A03640,China,Student,
3538,A03641,Italy,General,
3539,A03642,China,General,3
3540,A03643,China,General,
3541,A03644,United States of America,General,8
3542,A03645,United States of America,Student,
3543,A03646,United States of America,Student,20
3544,A03647,Sweden,General,
3545,A03648,Sweden,General,5
3546,A03649,China,General,
3547,A03650,France,General,
3548,A03651,Japan,General,
3549,A03652,Japan,General,3
3550,A03653,Germany,General,5
3551,A03654,Japan,General,16
3552,A03655,United States of America,General,20
3553,A03656,Japan,General,7
3554,A03657,Australia,Accompanying guest,0
3555,A03658,South Africa,General,
3556,A03659,China,Student,16
3557,A03660,Korea,Student,17
3558,A03661,Thailand,General,3
3559,A03662,Japan,General,3
3560,A03663,Greece,General,
3561,A03664,United States of America,General,14
3562,A03665,China,General,18
3563,A03666,Japan,Accompanying guest,15
3564,A03667,United States of America,Student,
3565,A03668,United States of America,General,
3566,A03669,Japan,General,3
3567,A03670,United States of America,Accompanying guest,
3568,A03671,China,Student,6
3569,A03672,United States of America,General,18
3570,A03673,United States of America,General,
3571,A03674,China,General,
3572,A03675,Malaysia,General,
3573,A03676,Pakistan,Developing country (*上記注釈をご参照ください),
3574,A03677,Japan,General,
3575,A03678,Pakistan,Developing country (*上記注釈をご参照ください),
3576,A03679,United States of America,Student,
3577,A03680,United States of America,Student,18
3578,A03681,China,Student,
3579,A03682,Japan,General,7
3580,A03683,China,General,4
3581,A03684,Canada,Accompanying guest,
3582,A03685,United States of America,General,
3583,A03686,China,General,
3584,A03687,United States of America,General,
3585,A03688,United States of America,General,13
3586,A03689,China,General,
3587,A03690,China,General,
3588,A03691,Japan,General,4
3589,A03692,Japan,General,17
3590,A03694,China,General,7
3591,A03695,United States of America,General,15
3592,A03696,Malaysia,General,15
3593,A03697,Japan,General,2
3594,A03699,China,Accompanying guest,
3595,A03700,China,General,
3596,A03702,Netherlands,General,13
3597,A03703,Japan,General,18
3598,A03704,Japan,Student,
3599,A03705,Japan,Student,
3600,A03706,Japan,Student,
